read_uid	y_sim	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
NC_039553.1_3_540_8:0:0_6:0:0_ef2/F	0	-10.371281470729693	0.9737955433822671	-0.9784248514725192	0.13739148317294847	0.07092147962415131	-7.845569376057248	0.17195660818681874	0.24725129231145665	-0.10175334658360735	-0.019130089083527375
NC_039553.1_4_430_13:0:0_11:0:0_243d/F	0	-10.362222832767566	1.433784358100001	-0.9990591449764737	0.14197157807323005	0.06567515199916872	-7.6092848647121905	0.17615348856545704	0.2578705575019433	-0.12811004978933005	-0.018629618606744065
NC_039553.1_5_495_6:0:0_11:0:0_1d49/F	0	-10.379881192837646	0.4998357139401205	-0.9528366347189605	0.1368246645575601	0.07988924112938375	-7.385868579694815	-0.7543730997359201	0.08840465348469878	-0.08670829025523774	-0.017469854805207727
NC_039553.1_6_523_6:0:0_9:0:0_82c/F	0	-10.37088355505654	0.9582359603246283	-0.9754282049984305	0.14256594715512644	0.0663487323754837	-7.268774940806829	0.48759159887937914	0.23229067627475974	-0.10505710233469134	-0.04207643616117662
NC_039553.1_9_574_7:0:0_7:0:0_181b/F	0	-10.3612206715633	1.4441697770544073	-0.9950982947507433	0.14670112629583895	0.06854802054830869	-6.845063320033094	-0.74298137139161	0.10342860811857257	-0.13914168308280395	-0.016260265139985478
NC_039553.1_10_391_9:0:0_8:0:0_256b/F	0	-10.37004008271874	0.9761163364368162	-0.9726006245234791	0.14504836136186844	0.07071739027111527	-6.745486095138854	-0.7324535031526136	0.0649539967238833	-0.11889486153709061	-0.015805339164057464
NC_039553.1_11_509_6:0:0_11:0:0_a19/F	0	-10.352191301551375	1.905265726237258	-1.0159751362377039	0.15090634204015504	0.06369555330103566	-6.651831970758928	-0.740672435411013	0.11761981127954163	-0.1647143314781616	-0.01588225339011702
NC_039553.1_12_427_9:0:0_9:0:0_157/F	0	-10.35192715486606	1.9111023056138985	-1.0176512542250526	0.15349048642628246	0.053864324700151525	-6.6137669948879925	0.5039931226603247	0.23760095654614732	-0.15890669631303345	-0.040535663375743575
NC_039553.1_12_489_8:0:0_9:0:0_86f/F	0	-10.360798725622345	1.4464837862934623	-0.9957653247521361	0.15096640926966923	0.05694569000710223	-6.614703176837674	0.510115020237544	0.20743787603684122	-0.1367679989695143	-0.04036605615692017
NC_039553.1_12_593_13:0:0_13:0:0_2375/F	0	-10.479052080846099	0.6023663300887379	-1.6910185003048324	-35.72989090296973	-2.4001109215949272	-6.20129082484995	0.4517021624983198	1.3728758465442699	0.6915301020221425	-0.03024334164154424
NC_039553.1_14_515_7:0:0_7:0:0_20a4/F	0	-10.351920827529174	1.9050174541270415	-1.014954416536058	0.1529831157648932	0.06149271913077912	-6.416455144171569	-0.7303516991591507	0.09798236769496049	-0.168679267345054	-0.015209668205043552
NC_039553.1_15_525_9:0:0_9:0:0_1e76/F	0	-10.360579762029058	1.4447410497850735	-0.9943847474650775	0.15285487280766752	0.054086653376595746	-6.382287190898944	0.22995774594255008	0.15523936107393865	-0.14806028482590017	-0.015116625959322881
NC_039553.1_17_520_4:0:0_8:0:0_25c/F	0	-10.825817978568852	-25.67728274529785	0.5662675832686117	0.11747627120787736	-0.8568352018364304	-6.245737915426047	-0.6347014464086711	0.43528362736371745	-0.4491516237674953	-0.012314734820637096
NC_039553.1_18_522_8:0:0_9:0:0_c84/F	0	-10.360105905403952	1.4532063495309573	-0.9968125744921964	0.15804381625539282	0.03269102514267018	-6.266961893718866	2.1403110746474594	0.3263190824834314	-0.15186976381002382	-0.015140930844985074
NC_039553.1_18_593_8:0:0_3:0:0_eca/F	0	-10.369285872836274	0.9723870169731246	-0.9740719458464921	0.15544309867291606	0.035912735296662814	-6.26800413804315	2.146423634328549	0.2965154842231815	-0.13068304437168576	-0.014980739612723061
NC_039553.1_18_482_5:0:0_7:0:0_1e4b/F	0	-10.360185815377426	1.4490085137733544	-0.996591158648013	0.15802395184773524	0.03272737318955493	-6.266989337709553	2.140308770741467	0.32641149628249927	-0.15211553840783487	-0.015143362688170835
NC_039553.1_19_516_6:0:0_8:0:0_c1a/F	0	-10.351173792465113	1.9176821292180457	-1.0184593557015	0.16104486934921192	0.02910404318792325	-6.211920953605726	2.1365615246817775	0.35197005264471154	-0.1749248840870321	-0.01515598268811773
NC_039553.1_20_525_9:0:0_10:0:0_1b37/F	0	-10.369562894304938	0.9592909094428415	-0.9687932609698757	0.15099023838358752	0.06447345763421378	-6.063514542748895	-0.7025548307011351	0.008403023117531855	-0.1313274562807094	-0.013865646780901542
NC_039553.1_21_560_10:0:0_9:0:0_169b/F	0	-10.360348689301297	1.4362480732977074	-0.9924987772882797	0.15578017579360537	0.0510134044587957	-6.046428255066858	0.24468225946773675	0.12739344484923254	-0.15419524552650232	-0.014161477653875406
NC_039553.1_23_443_2:0:0_8:0:0_1909/F	0	-10.360148093433775	1.4437954111785711	-0.9911252918728024	0.15485186016420754	0.05990035348110796	-5.921595324605454	-0.7024892517454241	0.026370975158350796	-0.15466237664542748	-0.013621135213455123
